RowNumber,Census,plot,Age.init,Age,Tag,Área de muestreo,SubTrans,Transecto,Categoría,Especie,sup,h1,DB1,DB2,DB3,DB4,DB5,DB6,DB7,DB8,DB9,DB10,DB11,DB12,DB13,DB14,DB15,DB16,DB17,DB18,DB19,DB20,DB21,DB22,DB23,DB24,DB max,DB min,Num tallos total,Número de tallos muertos,AB soto (cm2/1ha),AB soto (cm2/32m2),Densidad soto 1ha,Densidad soto sitio (32m2),Regen,LF,Observaciones,X,Y,
CR_14_D_2003_64,2003,14,1,1,89,32,D,3,<1,Mimosa acantholoba var. eurycarpa,1,0.73,0.87,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,1,0,0.0185771209,0.5944678699,312.5,1,R,T,2 tallos,9.88,3.1,
CR_14_D_2003_65,2003,14,1,1,90,32,D,3,<1,Mimosa acantholoba var. eurycarpa,1,0.82,0.9,0.99,0.94,0.67,0.75,,,,,,,,,,,,,,,,,,,,0.99,0.67,5,0,0.0904459616,2.8942707719,312.5,1,R,T,muchos tallos,9.88,3.42,
CR_14_D_2003_71,2003,14,1,1,98,32,D,4,<1,Mimosa acantholoba var. eurycarpa,1,1.14,1.2,0.95,0.87,0.87,0.99,0.55,,,,,,,,,,,,,,,,,,,1.2,0.55,6,0,0.1261275819,4.0360826219,312.5,1,R,T,,18.05,0.44,
CR_14_D_2003_102,2003,14,1,1,152,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,1.25,1.14,1.29,0.98,,,,,,,,,,,,,,,,,,,,,,1.29,0.98,3,0,0.0963119042,3.081980933,312.5,1,R,T,,4.67,0.28,
CR_14_D_2003_105,2003,14,1,1,156,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,1.29,0.69,0.56,1.11,1.22,0.51,1.44,,,,,,,,,,,,,,,,,,,1.44,0.51,6,0,0.1434308852,4.5897883271,312.5,1,R,T,,4.4,1.25,
CR_14_D_2003_114,2003,14,1,1,166,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,1.16,0.85,1.25,0.97,0.95,0.89,1.66,1.07,0.79,0.75,0.99,0.66,0.47,,,,,,,,,,,,,1.66,0.47,12,0,0.2857916654,9.1453332942,312.5,1,R,T,,3.17,2,
CR_14_D_2003_118,2003,14,1,1,172,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.98,1.34,1.07,1.11,0.55,0.36,,,,,,,,,,,,,,,,,,,,1.34,0.36,5,0,0.1130163413,3.616522923,312.5,1,R,T,,14.4,0.5,
CR_14_D_2003_120,2003,14,1,1,176,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.88,0.61,0.87,0.53,0.47,0.48,,,,,,,,,,,,,,,,,,,,0.87,0.47,5,0,0.0456807207,1.4617830617,312.5,1,R,T,,14.25,1.04,
CR_14_D_2003_121,2003,14,1,1,178,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.89,0.79,0.67,0.93,1.1,0.64,0.2,0.1,,,,,,,,,,,,,,,,,,1.1,0.1,7,0,0.0885413711,2.8333238745,312.5,1,R,T,,14.58,1.38,
CR_14_D_2003_122,2003,14,1,1,179,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.35,0.14,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,1,0,0.0004810564,0.015393804,312.5,1,S,T,,14.7,1.68,
CR_14_D_2003_124,2003,14,1,1,185,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.88,0.69,0.68,0.59,1.1,1.33,,,,,,,,,,,,,,,,,,,,1.33,0.59,5,0,0.1046911208,3.350115866,312.5,1,R,T,,14.02,1.62,
CR_14_D_2003_126,2003,14,1,1,188,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.73,0.41,0.68,,,,,,,,,,,,,,,,,,,,,,,0.68,0.41,2,0,0.0154747982,0.495193542,312.5,1,R,T,,13.48,1.48,
CR_14_D_2003_153,2003,14,1,1,217,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.08,0.68,0.79,0.47,,,,,,,,,,,,,,,,,,,,,,0.79,0.47,3,0,0.0320884237,1.0268295588,312.5,1,R,T,,14,0.35,
CR_14_D_2003_154,2003,14,1,1,218,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.1,0.67,0.8,0.69,0.92,0.38,0.79,0.95,0.5,0.93,0.75,0.44,0.6,0.36,0.87,,,,,,,,,,,0.95,0.36,14,0,0.1767121324,5.6547882366,312.5,1,R,T,,14.15,0.26,
CR_14_D_2003_155,2003,14,1,1,220,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.88,0.64,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,0.64,0.35,3,0,0.0169866897,0.5435740689,312.5,1,R,T,,13.94,0.7,
CR_14_D_2003_159,2003,14,1,1,224,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,1,0,0.0088357293,0.2827433388,312.5,1,S,T,un solo tallo con un rebrote chico,3.45,0.66,
CR_14_D_2003_160,2003,14,1,1,225,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.03,1.06,0.7,0.69,0.75,0.49,,,,,,,,,,,,,,,,,,,,1.06,0.49,5,0,0.0709877221,2.271607108,312.5,1,R,T,,3.58,0.84,
CR_14_D_2003_161,2003,14,1,1,226,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,0.93,1.36,1.28,0.84,0.43,0.54,0.27,0.7,0.78,0.74,0.55,0.65,1.28,,,,,,,,,,,,,1.36,0.27,12,0,0.2148162152,6.8741188853,312.5,1,R,T,,3.95,0.5,
CR_14_D_2003_172,2003,14,1,1,241,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.07,1.33,0.61,0.62,,,,,,,,,,,,,,,,,,,,,,1.33,0.61,3,0,0.0619826413,1.9834445218,312.5,1,R,T,,4.95,1.53,
CR_14_D_2003_173,2003,14,1,1,242,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,0.94,0.73,0.59,0.55,,,,,,,,,,,,,,,,,,,,,,0.73,0.55,3,0,0.0290474602,0.9295187264,312.5,1,R,T,,4.93,1.91,
CR_14_D_2003_174,2003,14,1,1,243,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,0.87,0.61,0.49,0.57,,,,,,,,,,,,,,,,,,,,,,0.61,0.49,3,0,0.0229998943,0.7359966189,312.5,1,R,T,,4.93,1.93,
CR_14_D_2003_175,2003,14,1,1,244,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.07,1.27,1.24,0.69,0.49,0.65,,,,,,,,,,,,,,,,,,,,1.27,0.49,5,0,0.1052728063,3.3687298024,312.5,1,R,T,,4.65,1.6,
CR_14_D_2003_178,2003,14,1,1,247,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,0.98,1.38,1.24,0.89,0.87,0.61,,,,,,,,,,,,,,,,,,,,1.38,0.61,5,0,0.1316302778,4.2121688901,312.5,1,R,T,,3.73,1.75,
CR_14_D_2003_184,2003,14,1,1,254,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.24,1.23,0.96,0.97,0.57,,,,,,,,,,,,,,,,,,,,,1.23,0.57,4,0,0.0908190258,2.906208824,312.5,1,R,T,,15.6,0.7,
CR_14_D_2003_195,2003,14,1,1,265,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.66,0.6,0.21,0.73,0.42,,,,,,,,,,,,,,,,,,,,,0.73,0.21,4,0,0.0273269473,0.8744623151,312.5,1,R,T,coord estimada. ilegible en hj de campo,16.44,1.28,
CR_14_D_2003_197,2003,14,1,1,267,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.95,1.53,0.82,1.39,0.93,1.05,0.93,0.82,,,,,,,,,,,,,,,,,,1.53,0.82,7,0,0.2073966569,6.6366930205,312.5,1,R,T,,16.67,1.08,
CR_14_D_2003_199,2003,14,1,1,269,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.95,0.79,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.79,1,0,0.0153177186,0.4901669938,312.5,1,R,T,,16.52,0.55,
CR_14_D_2003_205,2003,14,1,1,280,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.33,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,1,0,0.0015339808,0.0490873852,312.5,1,S,T,un solo tallo,16.6,0.49,
CR_14_D_2003_206,2003,14,1,1,282,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.32,0.14,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,1,0,0.0004810564,0.015393804,312.5,1,S,T,un solo tallo,16.4,0.7,
CR_14_D_2004_208,2004,14,1,2,2,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.05,0.38,0.26,,,,,,,,,,,,,,,,,,,,,,,0.38,0.26,2,0,0.0052032628,0.1665044106,312.5,1,S,T,,3.36,3.07,
CR_14_D_2004_209,2004,14,1,2,3,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.81,1.01,0.46,,,,,,,,,,,,,,,,,,,,,,,1.01,0.46,2,0,0.0302304662,0.9673749179,312.5,1,R,T,dap .46 nvo,3.6,3.48,
CR_14_D_2004_212,2004,14,1,2,6,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.68,1.23,1.21,0.99,0.96,0.83,,,,,,,,,,,,,,,,,,,,1.23,0.83,5,0,0.136649463,4.3727828145,312.5,1,R,T,,3.71,3.19,
CR_14_D_2004_213,2004,14,1,2,7,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.68,0.5,0.27,,,,,,,,,,,,,,,,,,,,,,,0.5,0.27,2,0,0.0079251583,0.253605067,312.5,1,S,T,planta suprimida. dap .27 moribundo,3.84,3.15,
CR_14_D_2004_214,2004,14,1,2,8,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.71,1.11,1.02,0.71,,,,,,,,,,,,,,,,,,,,,,1.11,0.71,3,0,0.0681480169,2.1807365405,312.5,1,R,T,,3.84,3.34,
CR_14_D_2004_232,2004,14,1,2,30,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.75,1.51,1.65,1.03,1.4,0.71,0.75,0.67,,,,,,,,,,,,,,,,,,1.65,0.67,7,0,0.2341222838,7.4919130806,312.5,1,S,T,,3.4,4.88,
CR_14_D_2004_244,2004,14,1,2,53,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,1.9,0.58,1.32,,,,,,,,,,,,,,,,,,,,,,,1.32,0.58,2,0,0.0510214282,1.6326857021,312.5,1,S,T,,14.26,3.17,
CR_14_D_2004_245,2004,14,1,2,54,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,1.6,0.96,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.96,1,0,0.0226194671,0.7238229474,312.5,1,S,T,,14.41,3.26,
CR_14_D_2004_248,2004,14,1,2,57,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,2.5,1.23,1.45,1.67,1.05,1.46,1.8,1.2,1.3,2,1.9,2.01,,,,,,,,,,,,,,2.01,1.05,11,0,0.6788417219,21.7229351023,312.5,1,R,T,,14.2,3.77,
CR_14_D_2004_250,2004,14,1,2,60,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,1.82,1.64,1.37,0.72,0.79,0.91,0.79,1.02,0.83,1.43,1.07,0.77,,,,,,,,,,,,,,1.64,0.72,11,0,0.3110471251,9.9535080044,312.5,1,R,T,,14.67,4.75,
CR_14_D_2004_270,2004,14,1,2,89,32,D,3,<1,Mimosa acantholoba var. eurycarpa,1,1.5,1.31,1.09,,,,,,,,,,,,,,,,,,,,,,,1.31,1.09,2,0,0.0712797921,2.2809533461,312.5,1,R,T,dap 1.09,9.88,3.1,
CR_14_D_2004_271,2004,14,1,2,90,32,D,3,<1,Mimosa acantholoba var. eurycarpa,1,1.34,1.28,1.25,1.44,1.62,1.22,,,,,,,,,,,,,,,,,,,,1.62,1.22,5,0,0.2303990056,7.3727681793,312.5,1,R,T,,9.88,3.42,
CR_14_D_2004_277,2004,14,1,2,98,32,D,4,<1,Mimosa acantholoba var. eurycarpa,1,2.45,1.53,2.28,1.54,1.5,1.58,1.5,1.23,,,,,,,,,,,,,,,,,,2.28,1.23,7,0,0.4520997265,14.4671912494,312.5,1,R,T,,18.05,0.44,
CR_14_D_2004_308,2004,14,1,2,152,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,2.05,1.63,1.81,1.15,0.92,,,,,,,,,,,,,,,,,,,,,1.81,0.92,4,0,0.1988505431,6.36321738,312.5,1,R,T,dap .92 nvo,4.67,0.28,
CR_14_D_2004_320,2004,14,1,2,166,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,1.75,1.46,1.53,1.34,2.15,1.34,1.75,1.54,1,1.5,0.68,1.43,1.46,,,,,,,,,,,,,2.15,0.68,12,0,0.6383618097,20.4275779114,312.5,1,R,T,,3.17,2,
CR_14_D_2004_324,2004,14,1,2,172,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.64,2,1.37,1.66,0.69,0.88,0.8,0.88,,,,,,,,,,,,,,,,,,2,0.69,7,0,0.2772799128,8.8729572112,312.5,1,R,T,Daps 0.8. 0.88 nvos,14.4,0.5,
CR_14_D_2004_326,2004,14,1,2,176,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.52,1.75,1.06,0.84,0.52,1.08,,,,,,,,,,,,,,,,,,,,1.75,0.52,5,0,0.1553247587,4.9703922771,312.5,1,R,T,,14.25,1.04,
CR_14_D_2004_327,2004,14,1,2,178,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.35,1.2,0.89,1.57,1.17,1.62,0.9,0.63,,,,,,,,,,,,,,,,,,1.62,0.63,7,0,0.2429138345,7.7732427028,312.5,1,R,T,,14.58,1.38,
CR_14_D_2004_328,2004,14,1,2,179,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.43,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,1,0,0.0039269908,0.1256637061,312.5,1,S,T,,14.7,1.68,
CR_14_D_2004_330,2004,14,1,2,185,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.4,1.13,0.89,0.93,1.35,1.63,,,,,,,,,,,,,,,,,,,,1.63,0.89,5,0,0.1819497564,5.8223922047,312.5,1,R,T,,14.02,1.62,
CR_14_D_2004_332,2004,14,1,2,188,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.21,0.92,1.01,,,,,,,,,,,,,,,,,,,,,,,1.01,0.92,2,0,0.0458108022,1.465945672,312.5,1,R,T,,13.48,1.48,
CR_14_D_2004_359,2004,14,1,2,217,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.75,0.7,0.63,0.96,,,,,,,,,,,,,,,,,,,,,,0.96,0.63,3,0,0.0443872681,1.4203925785,312.5,1,R,T,,14,0.35,
CR_14_D_2004_360,2004,14,1,2,218,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.89,1.25,1.32,1.01,1.3,1.13,0.73,0.75,1.51,0.94,,,,,,,,,,,,,,,,1.51,0.73,9,0,0.2835041933,9.0721341854,312.5,1,R,T,daps 1.53. 0.45. 0.37. 0.41 y 0.3 mtos,14.15,0.26,
CR_14_D_2004_361,2004,14,1,2,220,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.72,1.32,0.32,0.77,,,,,,,,,,,,,,,,,,,,,,1.32,0.32,3,0,0.0598301595,1.9145651029,312.5,1,R,T,,13.94,0.7,
CR_14_D_2004_365,2004,14,1,2,224,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.6,1.36,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.36,1,0,0.0453960138,1.452672443,312.5,1,S,T,,3.45,0.66,
CR_14_D_2004_366,2004,14,1,2,225,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.62,1.5,1.24,0.94,0.7,0.96,,,,,,,,,,,,,,,,,,,,1.5,0.7,5,0,0.1492943734,4.7774199483,312.5,1,R,T,,3.58,0.84,
CR_14_D_2004_367,2004,14,1,2,226,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.96,1.41,0.38,1.5,0.73,1.32,0.7,1.23,1.21,0.73,0.53,0.86,,,,,,,,,,,,,,1.5,0.38,11,0,0.286626151,9.1720368318,312.5,1,R,T,Dap 1.05mto,3.95,0.5,
CR_14_D_2004_378,2004,14,1,2,241,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.84,2.2,0.95,0.85,,,,,,,,,,,,,,,,,,,,,,2.2,0.85,3,0,0.1586749727,5.0775991264,312.5,1,R,T,,4.95,1.53,
CR_14_D_2004_379,2004,14,1,2,242,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.6,1.06,0.67,0.88,,,,,,,,,,,,,,,,,,,,,,1.06,0.67,3,0,0.0576015922,1.8432509497,312.5,1,R,T,,4.93,1.91,
CR_14_D_2004_380,2004,14,1,2,243,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.73,0.81,0.63,0.53,0.79,,,,,,,,,,,,,,,,,,,,,0.81,0.53,4,0,0.0480565501,1.5378096039,312.5,1,R,T,dap .79 nvo,4.93,1.93,
CR_14_D_2004_381,2004,14,1,2,244,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.78,1.69,0.72,0.9,0.72,1.05,,,,,,,,,,,,,,,,,,,,1.69,0.72,5,0,0.1424859531,4.5595504978,312.5,1,R,T,,4.65,1.6,
CR_14_D_2004_384,2004,14,1,2,247,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.8,1.7,1.6,1.21,0.92,0.79,,,,,,,,,,,,,,,,,,,,1.7,0.79,5,0,0.205789045,6.5852494408,312.5,1,R,T,,3.73,1.75,
CR_14_D_2004_390,2004,14,1,2,254,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.62,2.01,1.29,1.21,,,,,,,,,,,,,,,,,,,,,,2.01,1.21,3,0,0.1759365517,5.6299696547,312.5,1,R,T,Un dap mto,15.6,0.7,
CR_14_D_2004_401,2004,14,1,2,265,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.25,0.62,1,0.24,0.45,,,,,,,,,,,,,,,,,,,,,1,0.24,4,0,0.0403621025,1.2915872797,312.5,1,R,T,,16.44,1.28,
CR_14_D_2004_403,2004,14,1,2,267,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.88,1.84,0.68,1.68,1.05,1.44,1.59,1.21,,,,,,,,,,,,,,,,,,1.84,0.68,7,0,0.3396527989,10.8688895638,312.5,1,R,T,,16.67,1.08,
CR_14_D_2004_405,2004,14,1,2,269,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.43,1.07,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.07,1,0,0.0281000737,0.8992023573,312.5,1,R,T,,16.52,0.55,
CR_14_D_2004_411,2004,14,1,2,280,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.47,0.23,0.2,,,,,,,,,,,,,,,,,,,,,,,0.23,0.2,2,0,0.002280109,0.0729634894,312.5,1,S,T,,16.6,0.49,
CR_14_D_2004_412,2004,14,1,2,282,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.54,0.22,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.22,1,0,0.0011879147,0.0380132711,312.5,1,S,T,,16.4,0.7,
CR_14_D_2004_537,2004,14,1,2,411,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.9,0.74,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.74,1,0,0.0134401261,0.4300840343,312.5,1,S,T,,14.22,0.55,
CR_14_D_2004_601,2004,14,1,2,475,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,0.96,0.26,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.26,1,0,0.0016591536,0.0530929158,312.5,1,S,T,,4.39,1.37,
CR_14_D_2004_606,2004,14,1,2,481,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.01,0.94,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.94,1,0,0.0216868068,0.6939778172,312.5,1,S,T,,15.09,0.42,
CR_14_D_2005_626,2005,14,1,3,2,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.4,0.39,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.39,1,0,0.0037330956,0.1194590607,312.5,1,S,T,ram. ant mts,3.36,3.07,
CR_14_D_2005_627,2005,14,1,3,3,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,2,0.59,1.47,,,,,,,,,,,,,,,,,,,,,,,1.47,0.59,2,0,0.0615801247,1.970563992,312.5,1,R,T,,3.6,3.48,
CR_14_D_2005_630,2005,14,1,3,6,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.8,1.28,,1.3,1,0.88,,,,,,,,,,,,,,,,,,,,1.3,0.88,4,0,0.1252415546,4.0077297482,312.5,1,R,T,,3.71,3.19,
CR_14_D_2005_631,2005,14,1,3,7,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,0.56,0.58,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.58,1,0,0.0082564982,0.2642079422,312.5,1,S,T,,3.84,3.15,
CR_14_D_2005_632,2005,14,1,3,8,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,1.75,1.23,1.01,0.81,,,,,,,,,,,,,,,,,,,,,,1.23,0.81,3,0,0.0782722901,2.5047132829,312.5,1,R,T,,3.84,3.34,
CR_14_D_2005_650,2005,14,1,3,30,32,D,1,<1,Mimosa acantholoba var. eurycarpa,1,2.1,1.96,1.9,1.2,0.99,1.52,0.8,0.72,,,,,,,,,,,,,,,,,,1.96,0.72,7,0,0.3274251312,10.4776041988,312.5,1,S,T,dap de 0.8 y 0.72 nvos ?,3.4,4.88,
CR_14_D_2005_662,2005,14,1,3,53,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,1.95,1.62,0.63,,,,,,,,,,,,,,,,,,,,,,,1.62,0.63,2,0,0.0741538585,2.3729234711,312.5,1,S,T,,14.26,3.17,
CR_14_D_2005_663,2005,14,1,3,54,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,1.69,1.3,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,1,0,0.0414788405,1.3273228961,312.5,1,S,T,,14.41,3.26,
CR_14_D_2005_666,2005,14,1,3,57,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,2.2,1.38,1.97,1.37,2.24,1.92,2.17,1.24,2.16,1.67,2.11,2.45,1.59,1.67,,,,,,,,,,,,2.45,1.24,13,0,1.1250534166,36.0017093323,312.5,1,R,T,,14.2,3.77,
CR_14_D_2005_668,2005,14,1,3,60,32,D,2,<1,Mimosa acantholoba var. eurycarpa,1,1.95,1.2,0.85,0.95,1.59,2.23,1.09,2.05,1.97,0.82,0.92,1.12,,,,,,,,,,,,,,2.23,0.82,11,0,0.5549500704,17.7584022531,312.5,1,R,T,,14.67,4.75,
CR_14_D_2005_688,2005,14,1,3,89,32,D,3,<1,Mimosa acantholoba var. eurycarpa,1,1.75,1.98,2.06,,,,,,,,,,,,,,,,,,,,,,,2.06,1.98,2,0,0.2003747064,6.411990606,312.5,1,R,T,,9.88,3.1,
CR_14_D_2005_689,2005,14,1,3,90,32,D,3,<1,Mimosa acantholoba var. eurycarpa,1,1.7,2.35,1.97,1.82,1.94,1.8,,,,,,,,,,,,,,,,,,,,2.35,1.8,5,0,0.483986892,15.4875805433,312.5,1,R,T,,9.88,3.42,
CR_14_D_2005_727,2005,14,1,3,152,32,D,5,<1,Mimosa acantholoba var. eurycarpa,1,2.15,1.73,1.2,1.25,2.28,0.78,,,,,,,,,,,,,,,,,,,,2.28,0.78,5,0,0.2896695689,9.269426204,312.5,1,R,T,1.73.1.20.1.25.2.28[0.78],4.67,0.28,
CR_14_D_2005_744,2005,14,1,3,179,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,0.47,0.36,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.36,1,0,0.0031808626,0.101787602,312.5,1,S,T,,14.7,1.68,
CR_14_D_2005_746,2005,14,1,3,185,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.55,1.2,1.35,1.75,1.08,2.07,,,,,,,,,,,,,,,,,,,,2.07,1.08,5,0,0.2890338872,9.2490843916,312.5,1,R,T,,14.02,1.62,
CR_14_D_2005_748,2005,14,1,3,188,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.3,0.89,1.09,,,,,,,,,,,,,,,,,,,,,,,1.09,0.89,2,0,0.0486014201,1.5552454432,312.5,1,R,T,,13.48,1.48,
CR_14_D_2005_775,2005,14,1,3,217,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.92,0.77,1.22,0.71,,,,,,,,,,,,,,,,,,,,,,1.22,0.71,3,0,0.0634552629,2.0305684116,312.5,1,R,T,,14,0.35,
CR_14_D_2005_776,2005,14,1,3,220,32,D,6,<1,Mimosa acantholoba var. eurycarpa,1,1.55,1.55,0.87,,,,,,,,,,,,,,,,,,,,,,,1.55,0.87,2,0,0.0775433424,2.4813869574,312.5,1,R,T,,13.94,0.7,
CR_14_D_2005_780,2005,14,1,3,224,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.94,1.32,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.32,1,0,0.04276493,1.3684777599,312.5,1,S,T,,3.45,0.66,
CR_14_D_2005_781,2005,14,1,3,225,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,2.25,1.9,0.98,1.8,1.23,,,,,,,,,,,,,,,,,,,,,1.9,0.98,4,0,0.2288282093,7.3225026968,312.5,1,R,T,,3.58,0.84,
CR_14_D_2005_792,2005,14,1,3,241,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.6,1.09,1.13,2.43,,,,,,,,,,,,,,,,,,,,,,2.43,1.09,3,0,0.2054282527,6.5737040878,312.5,1,R,T,,4.95,1.53,
CR_14_D_2005_793,2005,14,1,3,242,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.75,0.84,1.28,1.05,,,,,,,,,,,,,,,,,,,,,,1.28,0.84,3,0,0.0845898366,2.7068747701,312.5,1,R,T,,4.93,1.91,
CR_14_D_2005_794,2005,14,1,3,243,32,D,7,<1,Mimosa acantholoba var. eurycarpa,1,1.55,0.86,0.78,0.89,,,,,,,,,,,,,,,,,,,,,,0.89,0.78,3,0,0.0525259565,1.6808306095,312.5,1,R,T,,4.93,1.93,
CR_14_D_2005_813,2005,14,1,3,265,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.3,0.58,1.31,0.34,,,,,,,,,,,,,,,,,,,,,,1.31,0.34,3,0,0.0532131799,1.7028217581,312.5,1,R,T,,16.44,1.28,
CR_14_D_2005_817,2005,14,1,3,269,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,1.65,1.19,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.19,1,0,0.0347563231,1.1122023392,312.5,1,R,T,,16.52,0.55,
CR_14_D_2005_823,2005,14,1,3,280,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.4,0.36,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.36,1,0,0.0031808626,0.101787602,312.5,1,S,T,dap 0.22mto,16.6,0.49,
CR_14_D_2005_824,2005,14,1,3,282,32,D,8,<1,Mimosa acantholoba var. eurycarpa,1,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,1,0,0.0039269908,0.1256637061,312.5,1,S,T,,16.4,0.7,
