RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,FrutPerBranch,NumbBranch,AvrgSeeds,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto,
23593803,235938,2003,SecCan,NA,SC07,BES,3,2,C,100,99,Mimosa acantholoba,4.8,8.59,1,,,,,,,2007,,,3.58,1.52,1.39,1.6,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.6,29098216556,0.029098217,16593892396,1659389239626,100,0,0,2,ramif desde base. 2 troncos chicos,,
23600303,236003,2003,SecCan,NA,SC07,BES,3,3,A,400,110,Mimosa acantholoba,3.06,13.53,1,,,,,,,,,,5.8,3.59,3.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,30190705401,0.075476764,87406961605,2185174040113,25,0,0,1,,,
23602703,236027,2003,SecCan,NA,SC07,BES,3,4,B,200,112,Mimosa acantholoba,2.46,15.3,1,,,,,,,,,,3.67,2.95,2.25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,125663706144,0.062831853,52130803096,2606540154775,50,0,0,1,,,
23601003,236010,2003,SecCan,NA,SC07,BES,3,4,B,200,111,Mimosa acantholoba,3.28,15.3,1,,,,,,,,,,4.33,2.49,2.44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,125663706144,0.062831853,47717650815,2385882540769,50,0,0,1,,,
23607203,236072,2003,SecCan,NA,SC07,BES,3,4,B,200,117,Mimosa acantholoba,4.48,15.72,1,,,,,,,,,,5.4,3.55,4.23,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,96211275016,0.048105638,117939315207,5896965760329,50,0,0,1,,,
23603403,236034,2003,SecCan,NA,SC07,BES,3,4,B,200,113,Mimosa acantholoba,2.43,16.5,1,,,,,,,,,,4.03,3.24,1.91,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.9,66051985542,0.033025993,48603579944,2430178997184,50,0,0,1,,,
23623203,236232,2003,SecCan,NA,SC07,BES,4,1,B,400,141,Mimosa acantholoba,0.86,0.8,1,,,,,,,2007,,,4.77,4.07,3.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6.1,2922466566,0.073061664,124666250476,3116656261902,25,0,0,1,1 solo tronco,,
23624903,236249,2003,SecCan,NA,SC07,BES,4,1,B,400,142,Mimosa acantholoba,0.67,0.93,1,,,,,,,2007,,,4.62,6.52,5.34,3.8,8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,8,761286439781,0.19032161,273450507754,6836262693844,25,0,0,3,1 tocon gde,,
23621803,236218,2003,SecCan,NA,SC07,BES,4,1,B,400,139,Lysiloma divaricatum,2.36,1.88,1,,,,,,,2007,,,4.74,4.34,4.71,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,477836242611,0.119459061,160546380173,4013659504318,25,0,0,1,,,
23620103,236201,2003,SecCan,NA,SC07,BES,4,1,B,200,138,Lysiloma divaricatum,1.99,2.1,1,,,,,,,2007,,,3.3,1.52,2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,53092915846,0.026546458,23876104167,1193805208364,50,0,0,1,,,
23617103,236171,2003,SecCan,NA,SC07,BES,4,1,B,200,135,Mimosa acantholoba,0.05,3.74,1,,,,,,,2007,,,4,2.09,1.84,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,96211275016,0.048105638,30203271772,1510163588581,50,0,0,1,1 solo tronco,,
23626303,236263,2003,SecCan,NA,SC07,BES,4,2,A,400,163,Mimosa acantholoba,2.6,5.3,1,,,,,,,,,,5.59,3.33,4.05,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.1,395919214169,0.098979804,105922723307,2648068082665,25,0,0,1,1 solo tronco,,
23633103,236331,2003,SecCan,NA,SC07,BES,4,2,A,400,170,Mimosa acantholoba,4.7,6.5,1,,,,,,,2005,,,3.73,2.24,2.86,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,321699087728,0.080424772,5031574794,1257893698497,25,0,0,1,1 solo tronco. casi mto. con rebrot vivos,,
23628703,236287,2003,SecCan,NA,SC07,BES,4,2,A,400,165,Mimosa acantholoba,1.8,8.7,1,,,,,,,2007,,,4.94,2.67,3.11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,196349540849,0.049087385,65217107294,1630427682351,25,0,0,1,ramif en base. 1 tronco mas chico,,
23632403,236324,2003,SecCan,NA,SC07,BES,4,3,C,100,169,Mimosa acantholoba,1.7,10.42,1,,,,,,,2007,,,3.1,1.67,1.07,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,28352873699,0.028352874,14034279782,1403427978175,100,0,0,1,1 solo tronco,,
23634803,236348,2003,SecCan,NA,SC07,BES,4,3,C,200,171,Mimosa acantholoba,3.27,10.73,1,,,,,,,2007,,,3.94,1.83,2.26,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,80424771932,0.040212386,32482497242,162412486209,50,0,0,1,1 solo tronco,,
23631703,236317,2003,SecCan,NA,SC07,BES,4,3,C,200,168,Mimosa acantholoba,0.97,11.3,1,,,,,,,2007,,,4.05,3.17,2.93,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.8,113411494795,0.056705747,72948566815,3647428340726,50,0,0,1,1 solo tronco,,
23629403,236294,2003,SecCan,NA,SC07,BES,4,3,C,400,166,Mimosa acantholoba,0.32,11.31,1,,,,,,,,,,5.42,3.53,3.53,5.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.6,348088466018,0.087022117,97867679743,244669199357,25,0,0,2,1 tronco ramif 40 cm,,
23643003,236430,2003,SecCan,NA,SC07,BES,4,3,C,100,180,Mimosa acantholoba,3.2,11.6,1,,,,,,,2005,,,2.64,1.34,2.02,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,13273228961,0.013273229,21259157487,2125915748684,100,0,0,1,ramif en base,,
23630003,236300,2003,SecCan,NA,SC07,BES,4,3,C,400,167,Mimosa acantholoba,0.2,11.84,1,,,,,,,,,,4.64,3.72,3.2,6,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6,537919202111,0.134479801,93493797371,2337344934271,25,0,0,2,1 solo tronco,,
23637903,236379,2003,SecCan,NA,SC07,BES,4,3,C,400,174,Mimosa acantholoba,1.6,13.4,1,,,,,,,,,,4.37,2.8,5.05,2.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.6,307876080052,0.07696902,111055300304,277638250761,25,0,0,2,1 solo tronco,,
23642303,236423,2003,SecCan,NA,SC07,BES,4,3,C,100,179,Mimosa acantholoba,4.75,14.4,1,,,,,,,2005,,,3.25,1.25,1.58,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.1,34636059006,0.034636059,15511613727,155116137271,100,0,0,1,ramif desde base,,
23648503,236485,2003,SecCan,NA,SC07,BES,4,4,A,400,185,Mimosa acantholoba,0.05,18.1,1,,,,,,,2007,,,4.7,5.27,4.08,5.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.7,475794207386,0.118948552,168873171501,4221829287527,25,0,0,2,ramif desde base,,
23649203,236492,2003,SecCan,NA,SC07,BES,4,4,A,400,186,Mimosa acantholoba,3.25,18.3,1,,,,,,,,,,4.99,2.96,3.66,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,273397100679,0.068349275,8508689543,2127172385746,25,0,0,1,1 solo tronco,,
23102203,231022,2003,SecCan,NA,SC15,DIA,1,1,B,400,1,Mimosa acantholoba,1.25,1.2,1,,,,,,,,,,3.7,2.96,3.1,5.35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.35,421150130168,0.105287533,72068135473,1801703386834,25,0,0,2,,,
23103903,231039,2003,SecCan,NA,SC15,DIA,1,1,B,400,2,Mimosa acantholoba,1.17,1.91,1,,,,,,,2014,,,3.32,3.1,3.31,5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5,25792475686,0.064481189,80589705546,2014742638655,25,0,0,2,,,
23104603,231046,2003,SecCan,NA,SC15,DIA,1,1,B,200,3,Mimosa acantholoba,4.95,2.35,1,,,,,,,2016,,,3.6,1.91,2.45,2.9,2.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.9,172394896866,0.086197448,36752707056,1837635352809,50,0,0,3,,,
23105303,231053,2003,SecCan,NA,SC15,DIA,1,1,B,200,4,Mimosa acantholoba,3.74,2.71,1,,,,,,,2016,2014,,3.6,2.55,2.48,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.2,141999987942,0.070999994,49668579853,2483428992663,50,0,0,2,,,
23106003,231060,2003,SecCan,NA,SC15,DIA,1,1,B,200,5,Mimosa acantholoba,3.45,3.59,1,,,,,,,,,,3.52,0.95,2.1,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.75,110446616728,0.055223308,1566869336,783434667989,50,0,0,1,,,
23108403,231084,2003,SecCan,NA,SC15,DIA,1,1,B,200,7,Mimosa acantholoba,2.62,4.55,1,,,,,,,2016,,,3,2.3,2.52,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,4.05,128824933751,0.064412467,45521677551,2276083877526,50,0,0,1,,,
23109103,231091,2003,SecCan,NA,SC15,DIA,1,1,B,200,8,Mimosa acantholoba,4,4.85,1,,,,,,,,,,3.46,3.17,1.96,3.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.9,221246662629,0.110623331,48798358688,2439917934411,50,0,0,2,,,
23115203,231152,2003,SecCan,NA,SC15,DIA,1,3,C,200,43,Mimosa acantholoba,2.5,10.2,1,,,,,,,,,,3.45,2.59,2.84,3.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.4,166268791191,0.083134396,57770747307,2888537365343,50,0,0,2,,,
23116903,231169,2003,SecCan,NA,SC15,DIA,1,3,C,200,42,Mimosa acantholoba,3.61,10.61,1,,,,,,,,,,3.02,3.99,2.7,1.8,2.3,2.15,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,3.5,199510768457,0.099755384,84610944143,423054720714,50,0,0,4,c/ liana gruesa,,
23117603,231176,2003,SecCan,NA,SC15,DIA,1,3,C,100,56,Mimosa acantholoba,0.6,10.85,1,,,,,,,2010,,,2.2,1.27,1.22,1.05,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.5,26330473428,0.026330473,12168959144,1216895914368,100,0,0,2,,,
23121303,231213,2003,SecCan,NA,SC15,DIA,1,3,C,100,54,Mimosa acantholoba,1.16,11.7,1,,,,,,,2008,,,2.32,1.13,1.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,28352873699,0.028352874,10649999096,1064999909567,100,0,0,1,,,
23122003,231220,2003,SecCan,NA,SC15,DIA,1,3,C,200,44,Mimosa acantholoba,3.83,11.7,1,,,,,,,2014,,,2.8,4.26,2.39,2.15,1.65,1.55,2.3,2.4,2.5,1.55,2.1,3.2,,,,,,,,,,,,,,,,,,,,,,1.55,3.2,346360590058,0.173180295,79964528608,3998226430407,50,0,0,9,,,
23123703,231237,2003,SecCan,NA,SC15,DIA,1,3,C,100,46,Mimosa acantholoba,3.33,11.72,1,,,,,,,2013,,,3.3,0.77,0.81,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.85,26880252142,0.026880252,0.489852835,489852834511,100,0,0,1,,,
23126803,231268,2003,SecCan,NA,SC15,DIA,1,3,C,100,57,Mimosa acantholoba,2.5,12.11,1,,,,,,,2011,,,2.24,1.27,1.1,2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2,44689155497,0.044689156,10972012343,1097201234266,100,0,0,2,,,
23129903,231299,2003,SecCan,NA,SC15,DIA,1,3,C,100,53,Mimosa acantholoba,1.26,12.48,1,,,,,,,2008,,,2.14,1.17,1.98,1.8,1.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.8,48223447233,0.048223447,18194533853,1819453385327,100,0,0,3,,,
23137403,231374,2003,SecCan,NA,SC15,DIA,1,3,C,400,47,Mimosa acantholoba,4.4,13.22,1,,,,,,,,,,3.22,4.8,2.8,2.95,2.2,3.3,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.05,47936776903,0.119841942,105557513161,2638937829015,25,0,0,4,,,
23139803,231398,2003,SecCan,NA,SC15,DIA,1,3,C,100,49,Mimosa acantholoba,3.73,13.56,1,,,,,,,2014,,,2.74,0.84,0.4,1.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.3,22776546739,0.022776547,0.263893783,263893782902,100,0,0,2,,,
23140403,231404,2003,SecCan,NA,SC15,DIA,1,3,C,100,58,Mimosa acantholoba,2.41,13.62,1,,,,,,,2008,,,2.26,1.35,1.45,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8,25446900494,0.025446901,15374169049,1537416904851,100,0,0,1,,,
23161903,231619,2003,SecCan,NA,SC15,DIA,2,2,C,100,98,Mimosa acantholoba,0.88,6.78,1,,,,,,,2011,,,3.02,0.79,0.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,28352873699,0.028352874,0.496371639,496371639267,100,0,0,1,,,
23162603,231626,2003,SecCan,NA,SC15,DIA,2,2,C,200,97,Mimosa acantholoba,1.53,7.08,1,,,,,,,2013,,,4,1.94,1.7,2.8,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.8,91439981174,0.045719991,25902431429,1295121571442,50,0,0,2,,,
23163303,231633,2003,SecCan,NA,SC15,DIA,2,2,C,200,84,Lysiloma divaricatum,3.57,7.19,1,,,,,,,,,,2.76,2.3,1.74,3.9,1.6,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.9,203359219458,0.10167961,31431634499,1571581724958,50,0,0,3,,,
23164003,231640,2003,SecCan,NA,SC15,DIA,2,2,C,200,96,Mimosa acantholoba,2.15,7.35,1,,,,,,,,,,3.31,3.35,3.12,3.8,4.1,4.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,4.2,441236688197,0.220618344,82089816038,4104490801915,50,0,0,4,,,
23168803,231688,2003,SecCan,NA,SC15,DIA,2,2,C,200,94,Mimosa acantholoba,0.1,8.33,1,,,,,,,,,,3.25,3.7,2.37,3,2.75,2.1,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,3,284490849737,0.142245425,68871564948,3443578247416,50,0,0,5,,,
23169503,231695,2003,SecCan,NA,SC15,DIA,2,2,C,200,95,Mimosa acantholoba,0.85,8.51,1,,,,,,,2016,,,2.6,2.97,2.23,2.95,2.5,1.6,1.9,2.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.95,249147932384,0.124573966,5201770576,2600885287999,50,0,0,6,,,
23173203,231732,2003,SecCan,NA,SC15,DIA,2,2,C,200,87,Mimosa acantholoba,4.08,8.64,1,,,,,,,,,,3.2,2.49,2.54,3.7,2.2,2.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.7,27787387021,0.138936935,49673292242,2483664612112,50,0,0,4,,,
23174903,231749,2003,SecCan,NA,SC15,DIA,2,2,C,100,88,Mimosa acantholoba,4.21,8.73,1,,,,,,,2013,,,2.45,2.42,1.77,2.3,1.4,1.95,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.3,117750819647,0.11775082,33641744931,3364174493097,100,0,0,5,,,
23179403,231794,2003,SecCan,NA,SC15,DIA,2,2,C,200,93,Mimosa acantholoba,0.26,9.66,1,,,,,,,,,,3.45,3.33,3.62,3,1.7,3.8,3.15,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,3.8,383706272728,0.191853136,94676607005,4733830350245,50,0,0,5,,,
23185503,231855,2003,SecCan,NA,SC15,DIA,2,4,B,200,115,Mimosa acantholoba,3.26,16.42,1,,,,,,,,,,3.56,1.49,2.15,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,80424771932,0.040212386,25160230164,1258011508222,50,0,0,1,,,
23186203,231862,2003,SecCan,NA,SC15,DIA,2,4,B,200,122,Mimosa acantholoba,2.3,16.73,1,,,,,,,,,,4,2.12,2.32,3.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.6,163362817987,0.081681409,38629023269,1931451163427,50,0,0,2,,,
23188603,231886,2003,SecCan,NA,SC15,DIA,2,4,B,200,121,Mimosa acantholoba,1.39,17.68,1,,,,,,,,2016,,4.1,3.05,3.51,3.6,3.05,3.6,3.25,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.6,440019321043,0.220009661,84080800383,4204040019126,50,0,0,5,,,
23192303,231923,2003,SecCan,NA,SC15,DIA,2,4,B,200,118,Mimosa acantholoba,3.19,18.74,1,,,,,,,2013,,,4,2.78,3.67,4.9,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.9,330436642295,0.165218321,80131033019,4006551650939,50,0,0,2,,,
23193003,231930,2003,SecCan,NA,SC15,DIA,2,4,B,200,116,Mimosa acantholoba,5,18.9,1,,,,,,,2015,,,4.42,3.42,3.56,4.62,3.3,4.18,3.4,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,4.62,600035557456,0.300017779,9562379719,4781189859498,50,0,0,5,tronco partido a la mitad desde la base,,
23196103,231961,2003,SecCan,NA,SC15,DIA,3,1,C,100,132,Mimosa acantholoba,4.79,0.6,1,,,,,,,2010,,,2.1,1.4,1.24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15707963268,0.015707963,13634512117,1363451211658,100,0,0,2,,,
23198503,231985,2003,SecCan,NA,SC15,DIA,3,1,C,100,130,Mimosa acantholoba,3.24,1.15,1,,,,,,,2011,,,2.48,1.23,1.36,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.32,13684777599,0.013684778,13138140477,1313814047731,100,0,0,1,dap 1.32 medido c/ vernier por liana,,
23199203,231992,2003,SecCan,NA,SC15,DIA,3,1,C,100,129,Mimosa acantholoba,3.16,1.19,1,,,,,,,2006,,,2.68,1.63,1.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,31415926536,0.031415927,19587044797,1958704479697,100,0,0,1,,,
23202903,232029,2003,SecCan,NA,SC15,DIA,3,1,C,200,123,Mimosa acantholoba,0.65,1.85,1,,,,,,,2016,2015,,4.26,3.28,3.32,4.9,2.3,2.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.9,310075194909,0.155037598,85526718401,4276335920066,50,0,0,4,,,
23204303,232043,2003,SecCan,NA,SC15,DIA,3,1,C,200,128,Lysiloma divaricatum,1.7,2.12,1,,,,,,,,,,3.4,2.97,4.45,1.5,1.4,2.3,2.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.4,292717895498,0.146358948,103802148265,5190107413271,50,0,0,5,,,
23207403,232074,2003,SecCan,NA,SC15,DIA,3,1,C,200,124,Mimosa acantholoba,1.12,2.73,1,,,,,,,,,,3.84,3.26,3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,145220120412,0.07261006,7681194038,3840597019014,50,0,0,1,,,
23208103,232081,2003,SecCan,NA,SC15,DIA,3,1,C,200,125,Mimosa acantholoba,1.14,2.93,1,,,,,,,,,,3.8,3.8,4.31,2.75,3,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,3.7,345123587951,0.172561794,128632511201,6431625560062,50,0,0,4,,,
23209803,232098,2003,SecCan,NA,SC15,DIA,3,1,C,100,X008,Mimosa acantholoba,0.99,3.19,1,,,,,,,,2009,2016,3.04,2.06,1.68,2.35,1.55,1.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.35,90909837413,0.090909837,27181059639,2718105963886,100,0,0,4,no muy vigorosa,,
23218003,232180,2003,SecCan,NA,SC15,DIA,3,2,A,400,144,Mimosa acantholoba,2.5,6.8,1,,,,,,,,,,3.62,5.4,3.02,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,212371663383,0.053092916,128082732487,3202068312171,25,0,0,1,,,
23222703,232227,2003,SecCan,NA,SC15,DIA,3,3,B,200,146,Mimosa acantholoba,1.8,10.3,1,,,,,,,,,,3.4,4.3,2.1,4.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,4.1,193600647277,0.096800324,70921454155,3546072707739,50,0,0,2,,,
23223403,232234,2003,SecCan,NA,SC15,DIA,3,3,B,200,147,Mimosa acantholoba,1.24,10.45,1,,,,,,,,,,3.5,2.15,0.85,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,6157521601,0.030787608,14353151436,717657571804,50,0,0,1,,,
23225803,232258,2003,SecCan,NA,SC15,DIA,3,3,B,200,148,Mimosa acantholoba,1.43,10.6,1,,,,,,,,,,3.6,3.05,3.03,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.2,138544236023,0.069272118,7258257127,3629128563519,50,0,0,1,,,
23227203,232272,2003,SecCan,NA,SC15,DIA,3,3,B,200,153,Mimosa acantholoba,2.55,11.3,1,,,,,,,,,,3.54,3.3,1.84,3.65,2.75,2.95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,3.65,303065516301,0.151532758,47689376481,2384468824075,50,0,0,4,,,
23228903,232289,2003,SecCan,NA,SC15,DIA,3,3,B,400,150,Mimosa acantholoba,1.1,11.68,1,,,,,,,,,,3.15,3.3,2.6,5.35,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.35,370020709731,0.092505177,6738716242,1684679060488,25,0,0,2,,,
23231903,232319,2003,SecCan,NA,SC15,DIA,3,3,B,400,151,Mimosa acantholoba,1.45,14.02,1,,,,,,,,,,3.74,4.5,3.5,4.4,3.5,5.05,2.9,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.05,644124668756,0.161031167,123700210735,3092505268377,25,0,0,6,,,
23235703,232357,2003,SecCan,NA,SC15,DIA,4,1,A,400,177,Mimosa acantholoba,2.55,1.43,1,,,,,,,2014,,,3.6,5.15,1.83,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,229022104447,0.057255526,74019849909,1850496247735,25,0,0,1,,,
23236403,232364,2003,SecCan,NA,SC15,DIA,4,1,A,400,178,Mimosa acantholoba,0.38,2.41,1,,,,,,,,,,4,3,3.8,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,212371663383,0.053092916,89535390627,2238384765683,25,0,0,1,,,
23239503,232395,2003,SecCan,NA,SC15,DIA,4,2,B,200,X012,Mimosa acantholoba,0.33,5.97,1,,,,,,,,,,3.55,2.5,2,4.15,3.1,3.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.15,367350355975,0.183675178,3926990817,1963495408494,50,0,0,4,ramif. desde la base,,
23240103,232401,2003,SecCan,NA,SC15,DIA,4,2,B,200,185,Mimosa acantholoba,3.04,6.01,1,,,,,,,2010,,,3.65,2.81,2.1,2.7,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.55,156235329654,0.078117665,46346345622,2317317281104,50,0,0,2,,,
23241803,232418,2003,SecCan,NA,SC15,DIA,4,2,B,200,184,Mimosa acantholoba,2.54,6.51,1,,,,,,,2014,,,3.54,2.72,2.88,3.1,3.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.4,241745554694,0.120872777,61524950528,3076247526395,50,0,0,3,,,
23242503,232425,2003,SecCan,NA,SC15,DIA,4,2,B,200,180,Mimosa acantholoba,1.74,6.67,1,,,,,,,,,,3.65,2.58,2.31,3.3,4.7,3.2,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,4.7,398844822327,0.199422411,46808159742,2340407987108,50,0,0,4,ramif. desde la base,,
23245603,232456,2003,SecCan,NA,SC15,DIA,4,2,B,400,183,Mimosa acantholoba,3.94,8.3,1,,,,,,,2015,,,4.12,4.47,3.4,6,3.95,3.2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,627081528611,0.156770382,119364812873,2984120321829,25,0,0,5,,,
23250003,232500,2003,SecCan,NA,SC15,DIA,4,3,A,400,186,Mimosa acantholoba,0.9,14.5,1,,,,,,,,,,4,4.1,3.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,246300864041,0.061575216,99824106568,2495602664195,25,0,0,1,,,
23252403,232524,2003,SecCan,NA,SC15,DIA,4,3,A,400,187,Mimosa acantholoba,1.66,14.73,1,,,,,,,,,,3.88,4.26,4.92,5.85,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.85,506365830896,0.126591458,164613171863,411532929657,25,0,0,2,,,
23253103,232531,2003,SecCan,NA,SC15,DIA,4,4,C,100,210,Lysiloma divaricatum,2.85,15.27,1,,,,,,,,,,2.12,2.18,1.54,1.85,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.85,49578259064,0.049578259,26367387142,2636738714158,100,0,0,2,,,
22726103,227261,2003,SecCan,NA,SC13,ESS,1,1,A,400,719,Mimosa acantholoba,2.5,4.6,1,,,,,,,,,,6.8,6.28,6.12,8.55,7.8,7.15,5.1,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,8.55,2117413813565,0.529353453,301856788528,7546419713188,25,0,0,5,ramas gdes. viejas mtas.,,
22734603,227346,2003,SecCan,NA,SC13,ESS,1,2,C,200,730,Mimosa acantholoba,1.6,5.7,1,,,,,,,2016,,,5.9,2.31,4.03,4.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,4.5,2162986542,0.108149327,73115071225,3655753561258,50,0,0,2,,,
22748303,227483,2003,SecCan,NA,SC13,ESS,1,2,C,200,24,Mimosa acantholoba,0.6,8.15,1,,,,,,,2010,,,3.65,0.91,0.95,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,6157521601,0.030787608,0.678976712,339488356129,50,0,0,1,,,
22749003,227490,2003,SecCan,NA,SC13,ESS,1,2,C,100,23,Mimosa acantholoba,1.28,8.85,1,,,,,,,2005,,,3,0.49,1.49,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,13273228961,0.013273229,0.573419199,573419199096,100,0,0,1,,,
22753703,227537,2003,SecCan,NA,SC13,ESS,1,2,C,100,734,Lysiloma divaricatum,1.37,9.2,1,,,,,,,,,,2.58,1.37,1.42,1.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.5,28981192229,0.028981192,15279135871,1527913587073,100,0,0,2,,,
